periode_data,semester,wilayah,kecamatan,kelurahan,jenis_layanan,nilai_indeks
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,Jumantik,97.82
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,Jumantik,92.45
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,Jumantik,98.47
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,Jumantik,98.28
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,Jumantik,94.57
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,Jumantik,93.52
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,Jumantik,97.28
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,Jumantik,95.08
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,Jumantik,93.71
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,Jumantik,93.56
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,Jumantik,99.85
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,Jumantik,99.83
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,Jumantik,90.34
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,Jumantik,97.54
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,Jumantik,99.8
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,Jumantik,98.65
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,Jumantik,99.21
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,Posyandu,92.13
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,Posyandu,98.29
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,Posyandu,94.84
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,Posyandu,95.86
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,Posyandu,93.6
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,Posyandu,99.58
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,Posyandu,95.82
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,Posyandu,93.03
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,Posyandu,98.77
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,Posyandu,95.45
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,Posyandu,96.05
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,Posyandu,98.5
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,Posyandu,94.74
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,Posyandu,99.59
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,Posyandu,93.5
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,Posyandu,93.74
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,Posyandu,90.29
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,Posyandu,97.45
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,Posyandu,98.06
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,Posyandu,90.12
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,Posyandu,96.79
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,Posyandu,99.54
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,Posyandu,93.02
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,Posyandu,97.57
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,Posyandu,91.64
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,Posyandu,99.49
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,Posyandu,92.5
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,Posyandu,95.11
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,Posyandu,98.04
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,Posyandu,99.51
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,Posyandu,94.42
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,Posyandu,94.83
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,Posyandu,94.45
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,Posyandu,92.26
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,Posyandu,95.13
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,Posyandu,92.18
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,Posyandu,92.97
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,Posyandu,93.47
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,Posyandu,99.89
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,Posyandu,96.04
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,Posyandu,90.55
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,Posyandu,92.49
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,Posyandu,98.54
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,Posyandu,97.59
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,Posyandu,95.62
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,Posyandu,99.69
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,Posyandu,93.08
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,Posyandu,93.82
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,Posyandu,94.49
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,Posyandu,94.79
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,Posyandu,99.19
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,Posyandu,93.88
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,Posyandu,97.47
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,Posyandu,99.6
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,Posyandu,95.85
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,Posyandu,93.25
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,PPSU,93.14
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,PPSU,90.76
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,PPSU,97.12
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,PPSU,96.09
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,PPSU,90.93
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,PPSU,96.87
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,PPSU,96.54
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,PPSU,93.24
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,PPSU,92.9
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,PPSU,91.63
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,PPSU,93.32
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,PPSU,94.77
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,PPSU,90.08
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,PPSU,93.41
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,PPSU,98.29
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,PPSU,93.36
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,PPSU,98.96
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,PPSU,95.28
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,PPSU,99.25
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,PPSU,94.98
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,Jumantik,93.96
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,Jumantik,89.44
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,Jumantik,93.08
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,Jumantik,88.11
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Slipi,Jumantik,91.41
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,Jumantik,87.44
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,Jumantik,92.45
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,Jumantik,91.91
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,Jumantik,87.32
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,Jumantik,94.6
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,Jumantik,96.76
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,Jumantik,86.1
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,Jumantik,90.06
202306,1,Kota Administrasi Jakarta Barat, Tambora,Angke,Jumantik,85.06
202306,1,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,Jumantik,95.37
202306,1,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,Jumantik,88.79
202306,1,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,Jumantik,90.77
202306,1,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,Jumantik,88.41
202306,1,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,Jumantik,86.45
202306,1,Kota Administrasi Jakarta Barat, Tambora,Kerendang,Jumantik,86.27
202306,1,Kota Administrasi Jakarta Barat, Tambora,Pekojan,Jumantik,86.76
202306,1,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,Jumantik,85.33
202306,1,Kota Administrasi Jakarta Barat, Tambora,Tambora,Jumantik,92.21
202306,1,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,Jumantik,93.86
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,Posyandu,89.96
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,Posyandu,89.08
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,Posyandu,96.86
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,Posyandu,93.77
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,Posyandu,86.56
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,Posyandu,91.07
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,Posyandu,97.73
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,Posyandu,85.15
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,Posyandu,91.76
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,Posyandu,96.43
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,Posyandu,85.63
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,Posyandu,86.57
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,Posyandu,92.68
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,Posyandu,96.76
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,Posyandu,85.91
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,Posyandu,89.34
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,Posyandu,89.93
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,Posyandu,94.38
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,Posyandu,94.64
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,Posyandu,85.16
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,Posyandu,90.84
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,Posyandu,96.62
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,Posyandu,85.86
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,Posyandu,85.54
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,Posyandu,97.4
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Joglo,Posyandu,85.77
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,Posyandu,93.44
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,Posyandu,94.27
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,Posyandu,90.61
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,Posyandu,94.24
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,Posyandu,90.08
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,Posyandu,93.55
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,Posyandu,87.85
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,Posyandu,86.44
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,Posyandu,97.93
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,Posyandu,87.45
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Slipi,Posyandu,92.02
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,Posyandu,97.05
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,Posyandu,88.73
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,Posyandu,92.85
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,Posyandu,85.02
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,Posyandu,97.09
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,Posyandu,96.11
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,Posyandu,94.54
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,Posyandu,85.76
202306,1,Kota Administrasi Jakarta Barat, Tambora,Angke,Posyandu,90.3
202306,1,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,Ketertiban Umum,93.44
202306,1,Kota Administrasi Jakarta Barat, Tambora,Kerendang,Ketertiban Umum,96.28
202306,1,Kota Administrasi Jakarta Barat, Tambora,Pekojan,Ketertiban Umum,91.6
202306,1,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,Ketertiban Umum,90
202306,1,Kota Administrasi Jakarta Barat, Tambora,Tambora,Ketertiban Umum,91.71
202306,1,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,Ketertiban Umum,85.14
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,PKK,90.61
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,PKK,92.78
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,PKK,91.88
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,PKK,91.69
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,PKK,96.78
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,PKK,97
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,PKK,94.25
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,PKK,94.11
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,PKK,97.83
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,PKK,93.94
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,PKK,97.16
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,PKK,97.67
202312,2,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,PKK,97.17
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,PKK,95.86
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,PKK,90.07
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,PKK,98.48
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,PKK,92.97
202312,2,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,PKK,95.5
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,PKK,90.17
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,PKK,94.78
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,PKK,93.75
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,PKK,90.49
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,PKK,98.85
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,PKK,98.76
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,PKK,95.04
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,PKK,97.8
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,PKK,91.3
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,PKK,95.52
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,PKK,99.74
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,PKK,97.59
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,PKK,93.35
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,PKK,96.36
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,PKK,99
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,PKK,94.61
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,PKK,92.51
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,PKK,96.26
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,PKK,96.37
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,PKK,97.65
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,PKK,96.59
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,PKK,90.21
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,PKK,95.61
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,PKK,99.47
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,PKK,93
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,PKK,96.67
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,PKK,94.66
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,PKK,96.75
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,PKK,94.37
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,PKK,94.67
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,PKK,97.09
202312,2,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,PKK,92.26
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kali Anyar,PKK,99.24
202312,2,Kota Administrasi Jakarta Barat, Tambora,Kerendang,PKK,97.4
202312,2,Kota Administrasi Jakarta Barat, Tambora,Pekojan,PKK,93.64
202312,2,Kota Administrasi Jakarta Barat, Tambora,Roa Malaka,PKK,98.14
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tambora,PKK,93.88
202312,2,Kota Administrasi Jakarta Barat, Tambora,Tanah Sereal,PKK,92.5
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,Jumantik,91.26
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,Jumantik,95.91
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,Jumantik,93.33
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,Jumantik,95.06
202312,2,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,Jumantik,94.85
202306,1,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,Ketertiban Umum,89.25
202306,1,Kota Administrasi Jakarta Barat, Tambora,Duri Utara,Ketertiban Umum,97.54
202306,1,Kota Administrasi Jakarta Barat, Tambora,Jembatan Besi,Ketertiban Umum,91.55
202306,1,Kota Administrasi Jakarta Barat, Tambora,Jembatan Lima,Ketertiban Umum,94.2
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Barat,PKK,92.66
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Cengkareng Timur,PKK,92.27
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Duri Kosambi,PKK,89.29
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Kapuk,PKK,97.05
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Kedaung Kali Angke,PKK,95.39
202306,1,Kota Administrasi Jakarta Barat, Cengkareng,Rawa Buaya,PKK,86.18
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Grogol,PKK,92.4
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar,PKK,96.62
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Jelambar Baru,PKK,89.51
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Selatan,PKK,92.16
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tanjung Duren Utara,PKK,96.69
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Tomang,PKK,91.24
202306,1,Kota Administrasi Jakarta Barat, Grogol Petamburan,Wijaya Kusuma,PKK,91.4
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Kalideres,PKK,86
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Kamal,PKK,88.65
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Pegadungan,PKK,92.36
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Semanan,PKK,88.03
202306,1,Kota Administrasi Jakarta Barat, Kali Deres,Tegal Alur,PKK,92.13
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Duri Kepa,PKK,96.56
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kebon Jeruk,PKK,92.69
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,PKK,92.03
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,PKK,88.9
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,PKK,90.71
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,PKK,94.93
202306,1,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,PKK,94.79
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Joglo,PKK,92.72
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,PKK,87.41
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Utara,PKK,87.87
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Meruya Selatan,PKK,93.35
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Meruya Utara,PKK,87.37
202306,1,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,PKK,97.3
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,PKK,90.1
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,PKK,93.53
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,PKK,97.11
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,PKK,96.8
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,PKK,95.36
202306,1,Kota Administrasi Jakarta Barat, Palmerah,Slipi,PKK,89.42
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,PKK,87.09
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,PKK,90.81
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,PKK,88
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,PKK,96.33
202306,1,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,PKK,85.21
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Srengseng,Ketertiban Umum,87.96
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Jati Pulo,Ketertiban Umum,86.76
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kemanggisan,Ketertiban Umum,92.1
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Selatan,Ketertiban Umum,92.34
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Kota Bambu Utara,Ketertiban Umum,87.31
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Palmerah,Ketertiban Umum,97.17
202312,2,Kota Administrasi Jakarta Barat, Palmerah,Slipi,Ketertiban Umum,97.3
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Glodok,Ketertiban Umum,91.36
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Keagungan,Ketertiban Umum,87.39
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Krukut,Ketertiban Umum,93.5
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Mangga Besar,Ketertiban Umum,97.87
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Maphar,Ketertiban Umum,92.3
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Pinangsia,Ketertiban Umum,86.16
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Taman Sari,Ketertiban Umum,96.8
202312,2,Kota Administrasi Jakarta Barat, Taman Sari,Tangki,Ketertiban Umum,90.62
202312,2,Kota Administrasi Jakarta Barat, Tambora,Angke,Ketertiban Umum,92.76
202312,2,Kota Administrasi Jakarta Barat, Tambora,Duri Selatan,Ketertiban Umum,88.35
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Selatan,PPSU,94.15
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kedoya Utara,PPSU,92.05
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Kelapa Dua,PPSU,90.51
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Selatan,PPSU,99.02
202312,2,Kota Administrasi Jakarta Barat, Kebon Jeruk,Sukabumi Utara,PPSU,96.02
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Joglo,PPSU,97.32
202312,2,Kota Administrasi Jakarta Barat, Kembangan,Kembangan Selatan,PPSU,98.01
